Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes_Played,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Pass_Accuracy,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Interceptions,TklW,OG,Goals_per_90,Assists_per_90,Interceptions_per_90,Performance_Score,Predicted_Score,Value_Difference
1286,Dermane Karim,tg TOG,MF,Lorient,fr Ligue 1,22.0,2003.0,27,14,1261,14.0,1,2,3,1,0,0,3,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,1286,tg TOG,MF,fr Ligue 1,22-123,2003.0,14.0,1,15,2,13.3,1.07,0.14,0.07,0.5,0,0,1600,tg TOG,MF,fr Ligue 1,22-123,2003.0,27,1261,47,45.2,14.0,14,72.0,2,13,19.0,1,1.37,16,25,-9,-0.64,-0.88,1286,tg TOG,MF,fr Ligue 1,22-123,2003.0,14.0,3,0,0,19,37,0,16,10,14,0,0.07137192704203013,0.14274385408406026,0.7137192704203013,0.2854877081681205,0.2810212197511104,0.004466488417010139
186,Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,22.0,2004.0,20,17,1588,17.6,2,1,3,2,0,0,2,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,186,at AUT,DF,fr Ligue 1,22-028,2004.0,17.6,2,15,4,26.7,0.85,0.23,0.13,0.5,0,0,233,at AUT,DF,fr Ligue 1,22-028,2004.0,20,1588,79,58.8,17.6,17,88.0,16,3,30.0,1,2.35,36,12,24,1.36,1.04,186,at AUT,DF,fr Ligue 1,22-028,2004.0,17.6,2,0,0,19,5,1,0,24,20,0,0.11335012594458438,0.05667506297229219,1.3602015113350125,0.47040302267002515,0.466138834985191,0.004264187684834164
2686,Estêvão Willian,br BRA,MF,Chelsea,eng Premier League,19.0,2007.0,22,12,848,9.4,2,2,4,2,0,0,4,0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,2686,br BRA,MF,eng Premier League,19-004,2007.0,9.4,2,28,8,28.6,2.97,0.85,0.07,0.25,0,0,3384,br BRA,MF,eng Premier League,19-004,2007.0,22,848,39,27.7,9.4,12,54.0,0,10,20.0,3,1.36,19,11,8,0.85,0.85,2686,br BRA,MF,eng Premier League,19-004,2007.0,9.4,4,0,0,12,9,6,16,4,6,0,0.2122641509433962,0.2122641509433962,0.4245283018867924,0.27594339622641506,0.27188406014046357,0.004059336085951493
334,Hugo Bolin,se SWE,"MF,FW",Gladbach,de Bundesliga,22.0,2003.0,10,4,425,4.7,0,1,1,0,0,0,0,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,334,se SWE,"MF,FW",de Bundesliga,22-278,2003.0,4.7,0,11,2,18.2,2.33,0.42,0.0,0.0,0,0,414,se SWE,"MF,FW",de Bundesliga,22-278,2003.0,10,425,43,15.2,4.7,4,71.0,0,6,24.0,1,1.0,5,7,-2,-0.42,0.03,334,se SWE,"MF,FW",de Bundesliga,22-278,2003.0,4.7,0,0,0,2,10,1,14,1,1,0,0.0,0.2117647058823529,0.2117647058823529,0.12705882352941175,0.12302542725988445,0.004033396269527298
2568,Kareem Tunde,es ESP,MF,Levante,es La Liga,20.0,2005.0,16,14,975,10.8,0,1,1,0,0,0,3,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,2568,es ESP,MF,es La Liga,20-252,2005.0,10.8,0,15,2,13.3,1.38,0.18,0.0,0.0,0,0,3241,es ESP,MF,es La Liga,20-252,2005.0,16,975,61,32.8,10.8,14,68.0,2,2,10.0,0,1.25,10,14,-4,-0.37,0.04,2568,es ESP,MF,es La Liga,20-252,2005.0,10.8,3,0,0,16,19,1,8,12,11,0,0.0,0.09230769230769231,1.1076923076923078,0.36,0.3560000145164481,0.003999985483551904
1845,João Neves,pt POR,MF,Paris Saint-Germain,fr Ligue 1,21.0,2004.0,17,12,1138,12.6,5,1,6,5,0,0,0,0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,1845,pt POR,MF,fr Ligue 1,21-213,2004.0,12.6,5,22,6,27.3,1.74,0.47,0.23,0.83,0,0,2315,pt POR,MF,fr Ligue 1,21-213,2004.0,17,1138,67,42.1,12.6,12,81.0,7,5,34.0,2,2.53,33,11,22,1.74,0.53,1845,pt POR,MF,fr Ligue 1,21-213,2004.0,12.6,0,0,0,12,11,0,2,5,12,0,0.39543057996485065,0.07908611599297012,0.39543057996485065,0.3005272407732865,0.2966543442433628,0.0038728965299237306
166,Arthur Atta,fr FRA,MF,Udinese,it Serie A,23.0,2003.0,28,25,2204,24.5,5,3,8,5,0,0,3,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,166,fr FRA,MF,it Serie A,23-104,2003.0,24.5,5,51,19,37.3,2.08,0.78,0.1,0.26,0,0,206,fr FRA,MF,it Serie A,23-104,2003.0,28,2204,79,72.0,24.5,25,84.0,16,3,31.0,0,1.32,27,34,-7,-0.29,-0.5,166,fr FRA,MF,it Serie A,23-104,2003.0,24.5,3,0,0,19,31,7,51,21,13,0,0.20417422867513613,0.12250453720508167,0.8575317604355717,0.3756805807622504,0.37183640209874597,0.0038441786635044495
2227,Jacen Russell-Rowe,ca CAN,FW,Toulouse,fr Ligue 1,23.0,2002.0,11,3,350,3.9,1,0,1,1,0,0,0,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,2227,ca CAN,FW,fr Ligue 1,23-227,2002.0,3.9,1,9,2,22.2,2.31,0.51,0.11,0.5,0,0,2801,ca CAN,FW,fr Ligue 1,23-227,2002.0,11,350,32,12.5,3.9,3,66.0,0,8,19.0,0,0.73,5,9,-4,-1.03,-1.14,2227,ca CAN,FW,fr Ligue 1,23-227,2002.0,3.9,0,0,0,7,1,1,3,1,2,0,0.2571428571428571,0.0,0.2571428571428571,0.18,0.17618402952108586,0.0038159704789141324
2138,Vitor Reis,br BRA,DF,Girona,es La Liga,20.0,2006.0,31,30,2688,29.9,1,1,2,1,0,0,7,1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2138,br BRA,DF,es La Liga,20-106,2006.0,29.9,1,15,3,20.0,0.5,0.1,0.07,0.33,0,0,2693,br BRA,DF,es La Liga,20-106,2006.0,31,2688,87,90.5,29.9,30,89.0,29,1,33.0,0,1.1,31,43,-12,-0.4,0.24,2138,br BRA,DF,es La Liga,20-106,2006.0,29.9,7,1,0,32,21,1,0,29,29,1,0.033482142857142856,0.033482142857142856,0.9709821428571428,0.31473214285714285,0.3109613482899433,0.0037707945671995313
2135,Alejandro Rego,es ESP,MF,Athletic Club,es La Liga,22.0,2003.0,24,8,978,10.9,1,1,2,1,0,0,5,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2135,es ESP,MF,es La Liga,22-321,2003.0,10.9,1,11,3,27.3,1.01,0.28,0.09,0.33,0,0,2690,es ESP,MF,es La Liga,22-321,2003.0,24,978,41,32.9,10.9,8,73.0,3,16,25.0,7,1.42,15,18,-3,-0.28,0.13,2135,es ESP,MF,es La Liga,22-321,2003.0,10.9,5,0,0,30,4,0,3,17,17,0,0.09202453987730062,0.09202453987730062,1.5644171779141105,0.5337423312883436,0.5300485645409487,0.0036937667473948554
1122,Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,22.0,2003.0,31,28,2454,27.3,0,2,2,0,0,0,7,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,1122,ma MAR,DF,es La Liga,22-228,2003.0,27.3,0,1,0,0.0,0.04,0.0,0.0,,0,0,1408,ma MAR,DF,es La Liga,22-228,2003.0,31,2454,79,82.6,27.3,28,86.0,22,3,14.0,1,1.26,29,41,-12,-0.44,-0.44,1122,ma MAR,DF,es La Liga,22-228,2003.0,27.3,7,0,0,36,22,2,52,33,47,0,0.0,0.07334963325183373,1.2102689486552567,0.3850855745721271,0.3814364330541379,0.0036491415179892295
469,Álvaro Carreras,es ESP,DF,Real Madrid,es La Liga,23.0,2003.0,26,24,2152,23.9,2,2,4,2,0,0,5,1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,469,es ESP,DF,es La Liga,23-036,2003.0,23.9,2,8,2,25.0,0.33,0.08,0.25,1.0,0,0,579,es ESP,DF,es La Liga,23-036,2003.0,26,2152,83,72.5,23.9,24,89.0,21,2,3.0,2,2.19,50,21,29,1.21,0.33,469,es ESP,DF,es La Liga,23-036,2003.0,23.9,5,1,0,17,31,5,29,36,18,0,0.08364312267657992,0.08364312267657992,1.5055762081784385,0.5102230483271375,0.5066980570395665,0.003524991287571
2269,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,22.0,2003.0,28,23,1902,21.1,0,3,3,0,0,0,5,1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2269,es ESP,"MF,DF",es La Liga,22-256,2003.0,21.1,0,13,1,7.7,0.62,0.05,0.0,0.0,0,0,2857,es ESP,"MF,DF",es La Liga,22-256,2003.0,28,1902,68,64.0,21.1,23,75.0,9,5,35.0,3,0.75,21,36,-15,-0.71,-0.71,2269,es ESP,"MF,DF",es La Liga,22-256,2003.0,21.1,5,1,1,21,38,4,55,11,38,0,0.0,0.14195583596214512,0.5205047318611987,0.19873817034700314,0.19551966849612368,0.0032185018508794627
27,Jayden Addai,nl NED,MF,Como,it Serie A,20.0,2005.0,12,7,686,7.6,3,0,3,3,0,0,4,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,27,nl NED,MF,it Serie A,20-245,2005.0,7.6,3,13,6,46.2,1.71,0.79,0.23,0.5,0,0,32,nl NED,MF,it Serie A,20-245,2005.0,12,686,57,22.4,7.6,7,75.0,2,5,32.0,6,1.25,11,6,5,0.66,-0.33,27,nl NED,MF,it Serie A,20-245,2005.0,7.6,4,0,0,13,14,2,10,2,2,0,0.3935860058309038,0.0,0.26239067055393583,0.23615160349854228,0.23324675834783226,0.002904845150710017
1958,Abdoul Ouattara,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,20.0,2005.0,24,15,1453,16.1,2,0,2,2,0,0,2,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,1958,fr FRA,"MF,DF",fr Ligue 1,20-188,2005.0,16.1,2,25,10,40.0,1.55,0.62,0.08,0.2,0,0,2456,fr FRA,"MF,DF",fr Ligue 1,20-188,2005.0,24,1453,61,53.8,16.1,15,79.0,10,9,29.0,0,1.79,28,20,8,0.5,0.35,1958,fr FRA,"MF,DF",fr Ligue 1,20-188,2005.0,16.1,2,0,0,10,8,1,16,12,12,0,0.12388162422573984,0.0,0.7432897453544391,0.2725395732966277,0.2696919940773164,0.0028475792193112803
1746,Diego Moreira,be BEL,MF,Strasbourg,fr Ligue 1,21.0,2004.0,24,21,1845,20.5,3,4,7,3,0,0,4,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,1746,be BEL,MF,fr Ligue 1,21-265,2004.0,20.5,3,23,9,39.1,1.12,0.44,0.13,0.33,0,0,2193,be BEL,MF,fr Ligue 1,21-265,2004.0,24,1845,77,68.3,20.5,21,84.0,7,3,25.0,0,1.46,36,25,11,0.54,0.64,1746,be BEL,MF,fr Ligue 1,21-265,2004.0,20.5,4,0,0,15,25,8,83,16,23,0,0.14634146341463414,0.1951219512195122,0.7804878048780488,0.35121951219512193,0.34839140249643075,0.0028281096986911836
2086,Matteo Prati,it ITA,MF,Cagliari,it Serie A,22.0,2003.0,20,15,1268,14.1,1,0,1,1,0,0,4,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2086,it ITA,MF,it Serie A,22-121,2003.0,14.1,1,19,1,5.3,1.35,0.07,0.05,1.0,0,0,2621,it ITA,MF,it Serie A,22-121,2003.0,20,1268,63,41.4,14.1,15,74.0,5,5,30.0,2,1.05,13,20,-7,-0.5,-0.2,2086,it ITA,MF,it Serie A,22-121,2003.0,14.1,4,0,0,17,3,0,13,15,12,0,0.07097791798107256,0.0,1.0646687697160884,0.3477917981072555,0.34500026057515126,0.00279153753210426
2080,Freddie Potts,eng ENG,MF,West Ham United,eng Premier League,22.0,2003.0,22,12,1171,13.0,0,1,1,0,0,0,1,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2080,eng ENG,MF,eng Premier League,22-228,2003.0,13.0,0,3,1,33.3,0.23,0.08,0.0,0.0,0,0,2615,eng ENG,MF,eng Premier League,22-228,2003.0,22,1171,53,38.3,13.0,12,77.0,4,10,25.0,8,1.09,17,25,-8,-0.61,-0.23,2080,eng ENG,MF,eng Premier League,22-228,2003.0,13.0,1,0,0,15,14,0,34,16,18,0,0.0,0.07685738684884715,1.2297181895815543,0.39197267292912047,0.38934407759508816,0.002628595334032313
1093,Ayden Heaven,eng ENG,DF,Manchester Utd,eng Premier League,19.0,2006.0,16,10,834,9.3,0,1,1,0,0,0,2,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,1093,eng ENG,DF,eng Premier League,19-218,2006.0,9.3,0,3,0,0.0,0.32,0.0,0.0,,0,0,1371,eng ENG,DF,eng Premier League,19-218,2006.0,16,834,52,27.3,9.3,10,79.0,6,6,8.0,18,1.94,17,13,4,0.43,0.03,1093,eng ENG,DF,eng Premier League,19-218,2006.0,9.3,2,0,0,7,7,0,1,1,12,1,0.0,0.1079136690647482,0.1079136690647482,0.06474820143884892,0.06236828802172893,0.0023799134171199887
1707,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19.0,2006.0,20,6,724,8.0,0,1,1,0,0,0,3,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,1707,sct SCO,MF,it Serie A,19-246,2006.0,8.0,0,9,1,11.1,1.12,0.12,0.0,0.0,0,0,2141,sct SCO,MF,it Serie A,19-246,2006.0,20,724,36,23.7,8.0,6,72.0,0,14,21.0,13,1.2,15,12,3,0.37,0.68,1707,sct SCO,MF,it Serie A,19-246,2006.0,8.0,3,0,0,12,12,0,21,7,9,0,0.0,0.12430939226519336,0.8701657458563535,0.29834254143646405,0.2961062154615302,0.0022363259749338393
1482,Fer López,es ESP,"MF,FW",Celta Vigo,es La Liga,21.0,2004.0,12,8,738,8.2,1,0,1,1,0,0,2,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,1482,es ESP,"MF,FW",es La Liga,21-339,2004.0,8.2,1,9,3,33.3,1.1,0.37,0.11,0.33,0,0,1859,es ESP,"MF,FW",es La Liga,21-339,2004.0,12,738,62,24.8,8.2,8,77.0,2,4,30.0,0,1.0,9,14,-5,-0.61,-0.89,1482,es ESP,"MF,FW",es La Liga,21-339,2004.0,8.2,2,0,0,17,12,0,14,3,5,0,0.12195121951219512,0.0,0.3658536585365854,0.1585365853658537,0.1563134170057697,0.002223168360083988
513,Chema,es ESP,MF,Stuttgart,de Bundesliga,21.0,2005.0,23,12,1130,12.6,2,0,2,2,0,0,4,0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,513,es ESP,MF,de Bundesliga,21-003,2005.0,12.6,2,12,4,33.3,0.96,0.32,0.17,0.5,0,0,643,es ESP,MF,de Bundesliga,21-003,2005.0,23,1130,49,40.5,12.6,12,85.0,6,11,10.0,8,1.87,27,21,6,0.48,-0.28,513,es ESP,MF,de Bundesliga,21-003,2005.0,12.6,4,0,0,15,8,1,0,25,14,0,0.1592920353982301,0.0,1.991150442477876,0.6610619469026549,0.6588743128894472,0.002187634013207651
1480,Diego López,es ESP,"MF,FW",Valencia,es La Liga,23.0,2002.0,29,16,1447,16.1,3,0,3,3,0,0,2,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,1480,es ESP,"MF,FW",es La Liga,23-350,2002.0,16.1,3,23,7,30.4,1.43,0.44,0.13,0.43,0,0,1857,es ESP,"MF,FW",es La Liga,23-350,2002.0,29,1447,50,48.7,16.1,16,75.0,5,13,19.0,2,1.24,12,24,-12,-0.75,-0.81,1480,es ESP,"MF,FW",es La Liga,23-350,2002.0,16.1,2,0,0,15,30,3,31,12,12,0,0.18659295093296477,0.0,0.7463718037318591,0.29854872149274364,0.2963774710753558,0.00217125041738786
496,Lucas Cepeda,cl CHI,MF,Elche,es La Liga,23.0,2002.0,8,4,381,4.2,1,0,1,1,0,0,1,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,496,cl CHI,MF,es La Liga,23-179,2002.0,4.2,1,12,5,41.7,2.83,1.18,0.08,0.2,0,0,616,cl CHI,MF,es La Liga,23-179,2002.0,8,381,48,12.8,4.2,4,76.0,1,4,19.0,4,1.0,4,7,-3,-0.71,-0.6,496,cl CHI,MF,es La Liga,23-179,2002.0,4.2,1,0,0,4,9,1,16,1,6,0,0.23622047244094488,0.0,0.23622047244094488,0.1653543307086614,0.1631984122470186,0.002155918461642814
2149,Rodrigo Ribeiro,pt POR,FW,Augsburg,de Bundesliga,21.0,2005.0,11,6,564,6.3,2,0,2,2,0,0,1,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,2149,pt POR,FW,de Bundesliga,21-000,2005.0,6.3,2,25,7,28.0,3.99,1.12,0.08,0.29,0,0,2705,pt POR,FW,de Bundesliga,21-000,2005.0,11,564,51,20.2,6.3,6,71.0,0,5,27.0,3,1.36,5,11,-6,-0.96,-0.55,2149,pt POR,FW,de Bundesliga,21-000,2005.0,6.3,1,0,0,9,2,8,2,3,1,0,0.3191489361702128,0.0,0.4787234042553191,0.2712765957446809,0.2691341435454107,0.002142452199270173
2307,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21.0,2004.0,24,6,642,7.1,1,0,1,1,0,0,4,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2307,sk SVK,MF,fr Ligue 1,21-348,2004.0,7.1,1,13,3,23.1,1.82,0.42,0.08,0.33,0,0,2903,sk SVK,MF,fr Ligue 1,21-348,2004.0,24,642,27,23.0,7.1,6,64.0,1,18,14.0,4,1.13,10,16,-6,-0.84,-1.05,2307,sk SVK,MF,fr Ligue 1,21-348,2004.0,7.1,4,0,0,12,3,0,7,9,6,0,0.14018691588785046,0.0,1.2616822429906542,0.43457943925233644,0.4325156461953826,0.0020637930569538665
2351,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22.0,2003.0,29,16,1598,17.8,10,1,11,10,0,0,2,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,2351,si SVN,FW,eng Premier League,22-332,2003.0,17.8,10,58,32,55.2,3.27,1.8,0.17,0.31,0,0,2959,si SVN,FW,eng Premier League,22-332,2003.0,29,1598,55,52.2,17.8,16,81.0,8,13,23.0,1,1.76,35,30,5,0.28,-0.27,2351,si SVN,FW,eng Premier League,22-332,2003.0,17.8,2,0,0,16,6,5,2,3,3,0,0.5632040050062578,0.056320400500625784,0.16896120150187735,0.2928660826032541,0.29098027259739534,0.0018858100058587457
2160,Chris Rigg,eng ENG,MF,Sunderland,eng Premier League,18.0,2007.0,16,11,746,8.3,1,0,1,1,0,0,1,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,2160,eng ENG,MF,eng Premier League,18-314,2007.0,8.3,1,12,3,25.0,1.45,0.36,0.08,0.33,0,0,2717,eng ENG,MF,eng Premier League,18-314,2007.0,16,746,47,24.4,8.3,11,65.0,2,5,6.0,16,1.63,8,11,-3,-0.36,-0.13,2160,eng ENG,MF,eng Premier League,18-314,2007.0,8.3,1,0,0,8,8,2,10,3,8,0,0.12064343163538874,0.0,0.36193029490616624,0.15683646112600536,0.15525963143817376,0.001576829687831599
2320,Derry Scherhant,de GER,MF,Freiburg,de Bundesliga,23.0,2002.0,28,11,1168,13.0,4,1,5,4,0,0,2,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,2320,de GER,MF,de Bundesliga,23-169,2002.0,13.0,4,33,12,36.4,2.54,0.92,0.12,0.33,0,0,2918,de GER,MF,de Bundesliga,23-169,2002.0,28,1168,42,41.9,13.0,11,74.0,1,17,21.0,3,1.39,20,23,-3,-0.23,0.05,2320,de GER,MF,de Bundesliga,23-169,2002.0,13.0,2,0,0,17,33,4,69,7,7,0,0.3082191780821918,0.07705479452054795,0.5393835616438356,0.3082191780821918,0.30665535254778664,0.00156382553440515
1838,Martim Neto,pt POR,MF,Elche,es La Liga,23.0,2003.0,24,15,1314,14.6,2,5,7,2,0,0,2,0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,1838,pt POR,MF,es La Liga,23-104,2003.0,14.6,2,12,4,33.3,0.82,0.27,0.17,0.5,0,0,2308,pt POR,MF,es La Liga,23-104,2003.0,24,1314,55,44.2,14.6,15,68.0,1,9,32.0,6,0.96,18,22,-4,-0.27,-0.17,1838,pt POR,MF,es La Liga,23-104,2003.0,14.6,2,0,0,19,11,0,33,2,11,0,0.136986301369863,0.3424657534246575,0.136986301369863,0.19863013698630136,0.19719817036036832,0.0014319666259330344
1756,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,23.0,2003.0,32,22,2135,23.7,1,2,3,1,0,0,6,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,1756,gn GUI,MF,es La Liga,23-099,2003.0,23.7,1,16,4,25.0,0.67,0.17,0.06,0.25,0,0,2204,gn GUI,MF,es La Liga,23-099,2003.0,32,2135,67,71.9,23.7,22,86.0,18,10,25.0,0,1.38,34,28,6,0.25,0.68,1756,gn GUI,MF,es La Liga,23-099,2003.0,23.7,6,0,0,29,52,0,2,14,38,0,0.04215456674473068,0.08430913348946135,0.5901639344262295,0.21920374707259951,0.21781455676733205,0.0013891903052674626
2156,Clemens Riedel,de GER,DF,Espanyol,es La Liga,22.0,2003.0,18,14,1216,13.5,0,1,1,0,0,0,5,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2156,de GER,DF,es La Liga,22-283,2003.0,13.5,0,3,1,33.3,0.22,0.07,0.0,0.0,0,0,2713,de GER,DF,es La Liga,22-283,2003.0,18,1216,68,40.9,13.5,14,81.0,9,4,20.0,11,1.0,17,21,-4,-0.3,0.11,2156,de GER,DF,es La Liga,22-283,2003.0,13.5,5,0,0,22,7,2,3,10,13,0,0.0,0.07401315789473684,0.7401315789473684,0.24424342105263155,0.24301300738311235,0.0012304136695192036
2479,Chemsdine Talbi,ma MAR,"MF,FW",Sunderland,eng Premier League,20.0,2005.0,25,14,1362,15.1,4,1,5,4,0,0,0,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,2479,ma MAR,"MF,FW",eng Premier League,20-354,2005.0,15.1,4,22,9,40.9,1.45,0.59,0.18,0.44,0,0,3131,ma MAR,"MF,FW",eng Premier League,20-354,2005.0,25,1362,54,44.5,15.1,14,77.0,1,11,25.0,3,1.44,20,13,7,0.46,1.31,2479,ma MAR,"MF,FW",eng Premier League,20-354,2005.0,15.1,0,0,0,5,1,1,41,3,5,0,0.2643171806167401,0.06607929515418502,0.19823788546255508,0.18502202643171806,0.183860871391129,0.001161155040589057
1816,Noah Nartey,dk DEN,"MF,FW",Lyon,fr Ligue 1,20.0,2005.0,9,5,536,6.0,2,0,2,2,0,0,0,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,1816,dk DEN,"MF,FW",fr Ligue 1,20-205,2005.0,6.0,2,4,2,50.0,0.67,0.34,0.5,1.0,0,0,2275,dk DEN,"MF,FW",fr Ligue 1,20-205,2005.0,9,536,60,19.2,6.0,5,81.0,4,4,33.0,3,1.56,8,7,1,0.17,-0.43,1816,dk DEN,"MF,FW",fr Ligue 1,20-205,2005.0,6.0,0,0,0,5,7,1,5,2,6,0,0.33582089552238803,0.0,0.33582089552238803,0.23507462686567163,0.23399851509135383,0.001076111774317795
902,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,21.0,2004.0,33,32,2859,31.8,2,0,2,2,0,0,5,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,902,pt POR,DF,it Serie A,21-123,2004.0,31.8,2,19,4,21.1,0.6,0.13,0.11,0.5,0,0,1140,pt POR,DF,it Serie A,21-123,2004.0,33,2859,87,93.4,31.8,32,89.0,30,1,12.0,0,0.85,22,42,-20,-0.63,1.16,902,pt POR,DF,it Serie A,21-123,2004.0,31.8,5,0,0,25,38,0,2,44,37,1,0.06295907660020987,0.0,1.3850996852046171,0.4407135362014691,0.4398836770149599,0.0008298591865091853
571,Abdoul Coulibaly,de GER,DF,Werder Bremen,de Bundesliga,18.0,2007.0,25,22,1985,22.1,1,0,1,1,0,0,5,1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,571,de GER,DF,de Bundesliga,18-340,2007.0,22.1,1,6,1,16.7,0.27,0.05,0.17,1.0,0,0,719,de GER,DF,de Bundesliga,18-340,2007.0,25,1985,79,71.1,22.1,22,86.0,18,3,29.0,1,1.0,24,39,-15,-0.68,-0.34,571,de GER,DF,de Bundesliga,18-340,2007.0,22.1,5,1,1,18,9,1,11,22,14,1,0.04534005037783375,0.0,0.9974811083123425,0.31738035264483627,0.31656564135674264,0.000814711288093628
1955,William Osula,dk DEN,FW,Newcastle United,eng Premier League,22.0,2003.0,20,4,533,5.9,4,0,4,4,0,0,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,1955,dk DEN,FW,eng Premier League,22-267,2003.0,5.9,4,12,7,58.3,2.03,1.18,0.33,0.57,0,0,2451,dk DEN,FW,eng Premier League,22-267,2003.0,20,533,27,17.4,5.9,4,82.0,2,16,13.0,2,0.9,6,11,-5,-0.84,-0.88,1955,dk DEN,FW,eng Premier League,22-267,2003.0,5.9,0,0,0,18,10,1,2,1,2,0,0.6754221388367729,0.0,0.16885553470919323,0.32082551594746717,0.3200169524070418,0.0008085635404253555
982,Diego Gómez,py PAR,"MF,FW",Brighton,eng Premier League,23.0,2003.0,30,25,2036,22.6,5,1,6,5,0,0,9,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,982,py PAR,"MF,FW",eng Premier League,23-032,2003.0,22.6,5,36,14,38.9,1.59,0.62,0.14,0.36,0,0,1234,py PAR,"MF,FW",eng Premier League,23-032,2003.0,30,2036,68,66.5,22.6,25,76.0,2,5,28.0,0,1.5,26,25,1,0.04,-0.66,982,py PAR,"MF,FW",eng Premier League,23-032,2003.0,22.6,9,0,0,49,10,1,22,17,48,0,0.22102161100196463,0.04420432220039292,0.7514734774066798,0.32711198428290766,0.32633134641143985,0.0007806378714678153
